address,city,state,source,city_id,image_name,image_url,lon,lat,date,sq_ft,year_built,assessed_value
811 1ST AVE NE,Independence,Iowa,V,D,V_D_811_1ST_AVE_NE,,-91.8950996,42.4762324,,,,
810 1ST AVE NE,Independence,Iowa,V,D,V_D_810_1ST_AVE_NE,,-91.8943652,42.4763307,,,,
809 3RD AVE NE,Independence,Iowa,V,D,V_D_809_3RD_AVE_NE,,-91.892124,42.476243,,,,
808 5TH AVE NE,Independence,Iowa,V,D,V_D_808_5TH_AVE_NE,,-91.8891485,42.4762536,,,,
 9TH ST NE,Independence,Iowa,V,D,V_D_9TH_ST_NE,,-91.8904167,42.4766418,,,,
312 7TH AVE NE,Independence,Iowa,V,D,V_D_312_7TH_AVE_NE,,-91.8862876,42.471469,,,,
707 4TH ST NE,Independence,Iowa,V,D,V_D_707_4TH_ST_NE,,-91.8859443,42.4717047,,,,
315 7TH AVE NE,Independence,Iowa,V,D,V_D_315_7TH_AVE_NE,,-91.8867644,42.4717488,,,,
611 4TH ST NE,Independence,Iowa,V,D,V_D_611_4TH_ST_NE,,-91.8870886,42.4717626,,,,
316 5TH AVE NE,Independence,Iowa,V,D,V_D_316_5TH_AVE_NE,,-91.8892057,42.4717854,,,,
507 4TH ST NE,Independence,Iowa,V,D,V_D_507_4TH_ST_NE,,-91.8887479,42.4717929,,,,
511 4TH ST NE,Independence,Iowa,V,D,V_D_511_4TH_ST_NE,,-91.8885191,42.4717967,,,,
317 6TH AVE NE,Independence,Iowa,V,D,V_D_317_6TH_AVE_NE,,-91.8883474,42.471742,,,,
404 4TH AVE NE,Independence,Iowa,V,D,V_D_404_4TH_AVE_NE,,-91.8900258,42.4716377,,,,
406 4TH ST NE,Independence,Iowa,V,D,V_D_406_4TH_ST_NE,,-91.8897045,42.4716984,,,,
405 3RD AVE NE,Independence,Iowa,V,D,V_D_405_3RD_AVE_NE,,-91.8923338,42.4717339,,,,
409 2ND AVE NE,Independence,Iowa,V,D,V_D_409_2ND_AVE_NE,,-91.8937151,42.4719267,,,,
316 8TH AVE NE,Independence,Iowa,V,D,V_D_316_8TH_AVE_NE,,-91.8848001,42.4718768,,,,
809 4TH ST NE,Independence,Iowa,V,D,V_D_809_4TH_ST_NE,,-91.8842661,42.4718856,,,,
811 4TH ST NE,Independence,Iowa,V,D,V_D_811_4TH_ST_NE,,-91.8839991,42.4717749,,,,
815 4TH ST NE,Independence,Iowa,V,D,V_D_815_4TH_ST_NE,,-91.8836367,42.4718767,,,,
410 2ND AVE NE,Independence,Iowa,V,D,V_D_410_2ND_AVE_NE,,-91.8928632,42.4719913,,,,
314 10TH AVE NE,Independence,Iowa,V,D,V_D_314_10TH_AVE_NE,,-91.8815772,42.4717571,,,,
317 9TH AVE NE,Independence,Iowa,V,D,V_D_317_9TH_AVE_NE,,-91.8833888,42.4718616,,,,
1007 4TH ST NE,Independence,Iowa,V,D,V_D_1007_4TH_ST_NE,,-91.8812911,42.4718193,,,,
315 11TH AVE NE,Independence,Iowa,V,D,V_D_315_11TH_AVE_NE,,-91.8809669,42.471767,,,,
316 9TH AVE NE,Independence,Iowa,V,D,V_D_316_9TH_AVE_NE,,-91.8828846,42.4717644,,,,
317 WILCOX PL NE,Independence,Iowa,V,D,V_D_317_WILCOX_PL_NE,,-91.8825116,42.471876,,,,
412 2ND AVE NE,Independence,Iowa,V,D,V_D_412_2ND_AVE_NE,,-91.89303,42.4720964,,,,
413 2ND AVE NE,Independence,Iowa,V,D,V_D_413_2ND_AVE_NE,,-91.8937348,42.4720768,,,,
75 5TH ST NE,Independence,Iowa,V,D,V_D_75_5TH_ST_NE,,-91.896455,42.472228,,,,
81 5TH ST NE,Independence,Iowa,V,D,V_D_81_5TH_ST_NE,,-91.895723,42.472099,,,,
401 8TH AVE NE,Independence,Iowa,V,D,V_D_401_8TH_AVE_NE,,-91.8852959,42.4720221,,,,
712 4TH ST NE,Independence,Iowa,V,D,V_D_712_4TH_ST_NE,,-91.8856392,42.4720548,,,,
 1ST AVE NE,Independence,Iowa,V,D,V_D_1ST_AVE_NE,,-91.8948474,42.4772463,,,,
401 7TH AVE NE,Independence,Iowa,V,D,V_D_401_7TH_AVE_NE,,-91.8867453,42.4721517,,,,
402 6TH AVE NE,Independence,Iowa,V,D,V_D_402_6TH_AVE_NE,,-91.8876608,42.4722134,,,,
608 4TH ST NE,Independence,Iowa,V,D,V_D_608_4TH_ST_NE,,-91.8873557,42.4721417,,,,
702 4TH ST NE,Independence,Iowa,V,D,V_D_702_4TH_ST_NE,,-91.8859443,42.4720882,,,,
417 2ND AVE NE,Independence,Iowa,V,D,V_D_417_2ND_AVE_NE,,-91.8936309,42.4722495,,,,
418 2ND AVE NE,Independence,Iowa,V,D,V_D_418_2ND_AVE_NE,,-91.8930014,42.4722406,,,,
205 5TH ST NE,Independence,Iowa,V,D,V_D_205_5TH_ST_NE,,-91.892658,42.4722846,,,,
314 3RD ST NE,Independence,Iowa,V,D,V_D_314_3RD_ST_NE,,-91.8909223,42.4717188,,,,
415 5TH AVE NE,Independence,Iowa,V,D,V_D_415_5TH_AVE_NE,,-91.8897397,42.4722368,,,,
400 5TH AVE NE,Independence,Iowa,V,D,V_D_400_5TH_AVE_NE,,-91.8887861,42.4722141,,,,
400 5TH AVE,Independence,Iowa,V,D,V_D_400_5TH_AVE,,-91.8989309,42.4659418,,,,
902 4TH ST NE,Independence,Iowa,V,D,V_D_902_4TH_ST_NE,,-91.8828167,42.4722161,,,,
404 6TH AVE NE,Independence,Iowa,V,D,V_D_404_6TH_AVE_NE,,-91.8876608,42.4723284,,,,
609 5TH ST NE,Independence,Iowa,V,D,V_D_609_5TH_ST_NE,,-91.8871268,42.4722989,,,,
615 5TH ST NE,Independence,Iowa,V,D,V_D_615_5TH_ST_NE,,-91.8868216,42.4723422,,,,
804 4TH ST NE,Independence,Iowa,V,D,V_D_804_4TH_ST_NE,,-91.8843423,42.4722295,,,,
402 8TH AVE NE,Independence,Iowa,V,D,V_D_402_8TH_AVE_NE,,-91.8847619,42.4721842,,,,
404 7TH AVE NE,Independence,Iowa,V,D,V_D_404_7TH_AVE_NE,,-91.8862495,42.4723132,,,,
503 NELSON AVE NE,Independence,Iowa,V,D,V_D_503_NELSON_AVE_NE,,-91.896657,42.472589,,,,
80 5TH ST NE,Independence,Iowa,V,D,V_D_80_5TH_ST_NE,,-91.8958509,42.472595,,,,
100 5TH ST NE,Independence,Iowa,V,D,V_D_100_5TH_ST_NE,,-91.8944947,42.4725666,,,,
104 5TH ST NE,Independence,Iowa,V,D,V_D_104_5TH_ST_NE,,-91.8944623,42.4725662,,,,
108 5TH ST NE,Independence,Iowa,V,D,V_D_108_5TH_ST_NE,,-91.8944298,42.4725659,,,,
406 8TH AVE NE,Independence,Iowa,V,D,V_D_406_8TH_AVE_NE,,-91.8846093,42.4723785,,,,
511 1ST AVE NE,Independence,Iowa,V,D,V_D_511_1ST_AVE_NE,,-91.8950005,42.4729626,,,,
501 2ND AVE NE,Independence,Iowa,V,D,V_D_501_2ND_AVE_NE,,-91.8936499,42.4726518,,,,
810 4TH ST NE,Independence,Iowa,V,D,V_D_810_4TH_ST_NE,,-91.8841516,42.4722326,,,,
812 4TH ST NE,Independence,Iowa,V,D,V_D_812_4TH_ST_NE,,-91.8839228,42.4723514,,,,
500 2ND AVE NE,Independence,Iowa,V,D,V_D_500_2ND_AVE_NE,,-91.8928488,42.4726266,,,,
814 4TH ST NE,Independence,Iowa,V,D,V_D_814_4TH_ST_NE,,-91.883713,42.472259,,,,
820 4TH ST NE,Independence,Iowa,V,D,V_D_820_4TH_ST_NE,,-91.883427,42.4722445,,,,
501 3RD AVE NE,Independence,Iowa,V,D,V_D_501_3RD_AVE_NE,,-91.892124,42.4726386,,,,
500 3RD AVE NE,Independence,Iowa,V,D,V_D_500_3RD_AVE_NE,,-91.8915136,42.4726103,,,,
1010 4TH ST NE,Independence,Iowa,V,D,V_D_1010_4TH_ST_NE,,-91.881253,42.4722417,,,,
406 9TH AVE NE,Independence,Iowa,V,D,V_D_406_9TH_AVE_NE,,-91.8828739,42.4725028,,,,
400 5TH ST NE,Independence,Iowa,V,D,V_D_400_5TH_ST_NE,,-91.890064,42.4726341,,,,
501 5TH AVE NE,Independence,Iowa,V,D,V_D_501_5TH_AVE_NE,,-91.8896825,42.4726404,,,,
504 NELSON AVE NE,Independence,Iowa,V,D,V_D_504_NELSON_AVE_NE,,-91.8958509,42.472777,,,,
500 6TH AVE NE,Independence,Iowa,V,D,V_D_500_6TH_AVE_NE,,-91.8876608,42.4726736,,,,
506 4TH AVE NE,Independence,Iowa,V,D,V_D_506_4TH_AVE_NE,,-91.8901021,42.4728252,,,,
507 1ST AVE NE,Independence,Iowa,V,D,V_D_507_1ST_AVE_NE,,,,,,,
506 1ST AVE NE,Independence,Iowa,V,D,V_D_506_1ST_AVE_NE,,-91.8945931,42.4727842,,,,
608 5TH ST NE,Independence,Iowa,V,D,V_D_608_5TH_ST_NE,,-91.8873938,42.4726779,,,,
504 2ND AVE NE,Independence,Iowa,V,D,V_D_504_2ND_AVE_NE,,-91.8930205,42.4727964,,,,
505 3RD AVE NE,Independence,Iowa,V,D,V_D_505_3RD_AVE_NE,,-91.8921621,42.4727913,,,,
507 2ND AVE NE,Independence,Iowa,V,D,V_D_507_2ND_AVE_NE,,-91.8936499,42.4728435,,,,
726 5TH ST NE,Independence,Iowa,V,D,V_D_726_5TH_ST_NE,,-91.8847619,42.4727211,,,,
506 3RD AVE NE,Independence,Iowa,V,D,V_D_506_3RD_AVE_NE,,-91.8914945,42.4728215,,,,
410 8TH AVE NE,Independence,Iowa,V,D,V_D_410_8TH_AVE_NE,,-91.8842661,42.4727292,,,,
504 4TH AVE NE,Independence,Iowa,V,D,V_D_504_4TH_AVE_NE,,-91.8900855,42.4727137,,,,
510 NELSON AVE NE,Independence,Iowa,V,D,V_D_510_NELSON_AVE_NE,,-91.895852,42.472959,,,,
614 5TH ST NE,Independence,Iowa,V,D,V_D_614_5TH_ST_NE,,-91.8867072,42.4726892,,,,
507 5TH AVE NE,Independence,Iowa,V,D,V_D_507_5TH_AVE_NE,,-91.8896825,42.4728704,,,,
510 1ST AVE NE,Independence,Iowa,V,D,V_D_510_1ST_AVE_NE,,-91.8945965,42.4729665,,,,
510 2ND AVE NE,Independence,Iowa,V,D,V_D_510_2ND_AVE_NE,,-91.8930014,42.4730076,,,,
509 3RD AVE NE,Independence,Iowa,V,D,V_D_509_3RD_AVE_NE,,-91.8921621,42.4729447,,,,
700 5TH ST NE,Independence,Iowa,V,D,V_D_700_5TH_ST_NE,,-91.8861541,42.4729092,,,,
706 5TH ST NE,Independence,Iowa,V,D,V_D_706_5TH_ST_NE,,-91.8859443,42.4727017,,,,
710 5TH ST NE,Independence,Iowa,V,D,V_D_710_5TH_ST_NE,,-91.8857536,42.4727432,,,,
510 3RD AVE NE,Independence,Iowa,V,D,V_D_510_3RD_AVE_NE,,-91.8914754,42.4730327,,,,
712 5TH ST NE,Independence,Iowa,V,D,V_D_712_5TH_ST_NE,,-91.8854866,42.4727092,,,,
718 5TH ST NE,Independence,Iowa,V,D,V_D_718_5TH_ST_NE,,-91.8852196,42.472752,,,,
408 5TH ST NE,Independence,Iowa,V,D,V_D_408_5TH_ST_NE,,-91.890007,42.4726894,,,,
505 8TH AVE NE,Independence,Iowa,V,D,V_D_505_8TH_AVE_NE,,-91.8847619,42.4729128,,,,
511 2ND AVE NE,Independence,Iowa,V,D,V_D_511_2ND_AVE_NE,,-91.8936881,42.473073,,,,
512 5TH ST NE,Independence,Iowa,V,D,V_D_512_5TH_ST_NE,,-91.888968,42.473177,,,,
416 8TH AVE NE,Independence,Iowa,V,D,V_D_416_8TH_AVE_NE,,-91.8842279,42.4729599,,,,
807 5TH ST NE,Independence,Iowa,V,D,V_D_807_5TH_ST_NE,,-91.8836939,42.4729303,,,,
417 9TH AVE NE,Independence,Iowa,V,D,V_D_417_9TH_AVE_NE,,-91.8834651,42.4729341,,,,
416 9TH AVE NE,Independence,Iowa,V,D,V_D_416_9TH_AVE_NE,,-91.882893,42.4729435,,,,
508 6TH AVE NE,Independence,Iowa,V,D,V_D_508_6TH_AVE_NE,,-91.8876036,42.4730388,,,,
511 7TH AVE NE,Independence,Iowa,V,D,V_D_511_7TH_AVE_NE,,-91.8867835,42.4730714,,,,
515 1ST AVE NE,Independence,Iowa,V,D,V_D_515_1ST_AVE_NE,,-91.8950012,42.4729871,,,,
514 1ST AVE NE,Independence,Iowa,V,D,V_D_514_1ST_AVE_NE,,-91.8945933,42.4731546,,,,
514 2ND AVE NE,Independence,Iowa,V,D,V_D_514_2ND_AVE_NE,,-91.8930205,42.4731798,,,,
513/515 3RD AVE NE,Independence,Iowa,V,D,V_D_513/515_3RD_AVE_NE,,-91.8921393,42.4731347,,,,
512 4TH AVE NE,Independence,Iowa,V,D,V_D_512_4TH_AVE_NE,,-91.8900449,42.4731521,,,,
415 11TH AVE NE,Independence,Iowa,V,D,V_D_415_11TH_AVE_NE,,-91.8810432,42.4728395,,,,
514 3RD AVE NE,Independence,Iowa,V,D,V_D_514_3RD_AVE_NE,,-91.8914373,42.473225,,,,
513 4TH AV NE,Independence,Iowa,V,D,V_D_513_4TH_AV_NE,,-91.8909414,42.4731949,,,,
512 5TH AVE NE,Independence,Iowa,V,D,V_D_512_5TH_AVE_NE,,-91.888767,42.4731539,,,,
6193 CENTER AVE NE,Independence,Iowa,V,D,V_D_6193_CENTER_AVE_NE,,-91.639205,42.0399925,,,,
513 NELSON AVE NE,Independence,Iowa,V,D,V_D_513_NELSON_AVE_NE,,-91.896683,42.473223,,,,
512 5TH ST NE,Independence,Iowa,V,D,V_D_512_5TH_ST_NE,,-91.888968,42.473177,,,,
512 6TH AVE NE,Independence,Iowa,V,D,V_D_512_6TH_AVE_NE,,-91.8876227,42.4731727,,,,
515 7TH AVE NE,Independence,Iowa,V,D,V_D_515_7TH_AVE_NE,,-91.8867453,42.4731871,,,,
519 1ST AVE NE,Independence,Iowa,V,D,V_D_519_1ST_AVE_NE,,-91.8953446,42.4732855,,,,
509 8TH AVE NE,Independence,Iowa,V,D,V_D_509_8TH_AVE_NE,,-91.8847619,42.4731813,,,,
518 1ST AVE NE,Independence,Iowa,V,D,V_D_518_1ST_AVE_NE,,-91.8942222,42.4733326,,,,
111 6TH ST NE,Independence,Iowa,V,D,V_D_111_6TH_ST_NE,,-91.8939551,42.473337,,,,
519 2ND AVE NE,Independence,Iowa,V,D,V_D_519_2ND_AVE_NE,,-91.8937072,42.4733219,,,,
205 6TH ST NE,Independence,Iowa,V,D,V_D_205_6TH_ST_NE,,-91.8929251,42.473354,,,,
519 3RD AVE NE,Independence,Iowa,V,D,V_D_519_3RD_AVE_NE,,-91.892254,42.473354,,,,
516 3RD AVE NE,Independence,Iowa,V,D,V_D_516_3RD_AVE_NE,,-91.8912084,42.4733822,,,,
519 4TH AVE NE,Independence,Iowa,V,D,V_D_519_4TH_AVE_NE,,-91.8907506,42.4733897,,,,
518 4TH AVE NE,Independence,Iowa,V,D,V_D_518_4TH_AVE_NE,,-91.890064,42.4733627,,,,
517 5TH AVE NE,Independence,Iowa,V,D,V_D_517_5TH_AVE_NE,,-91.8896444,42.4733696,,,,
518 5TH ST NE,Independence,Iowa,V,D,V_D_518_5TH_ST_NE,,-91.8890722,42.4733406,,,,
519 6TH AVE NE,Independence,Iowa,V,D,V_D_519_6TH_AVE_NE,,-91.888323,42.473382,,,,
802 5TH ST NE,Independence,Iowa,V,D,V_D_802_5TH_ST_NE,,-91.8841898,42.473344,,,,
518 6TH AVE NE,Independence,Iowa,V,D,V_D_518_6TH_AVE_NE,,-91.8875082,42.473443,,,,
517 7TH AVE NE,Independence,Iowa,V,D,V_D_517_7TH_AVE_NE,,-91.8867072,42.4733794,,,,
516 7TH AVE NE,Independence,Iowa,V,D,V_D_516_7TH_AVE_NE,,-91.8861732,42.4733499,,,,
812 5TH ST NE,Independence,Iowa,V,D,V_D_812_5TH_ST_NE,,-91.8834651,42.4733176,,,,
707 6TH ST NE,Independence,Iowa,V,D,V_D_707_6TH_ST_NE,,-91.8859825,42.4734297,,,,
711 6TH ST NE,Independence,Iowa,V,D,V_D_711_6TH_ST_NE,,-91.8857155,42.4733957,,,,
715 6TH ST NE,Independence,Iowa,V,D,V_D_715_6TH_ST_NE,,-91.8855438,42.4733794,,,,
502 9TH AVE NE,Independence,Iowa,V,D,V_D_502_9TH_AVE_NE,,-91.8828739,42.4733464,,,,
719 6TH ST NE,Independence,Iowa,V,D,V_D_719_6TH_ST_NE,,-91.8851815,42.4734045,,,,
723 6TH ST NE,Independence,Iowa,V,D,V_D_723_6TH_ST_NE,,-91.8848382,42.4733717,,,,
506 8TH AVE NE,Independence,Iowa,V,D,V_D_506_8TH_AVE_NE,,-91.8842184,42.4735257,,,,
60 6TH ST NE,Independence,Iowa,V,D,V_D_60_6TH_ST_NE,,-91.8953604,42.4735165,,,,
66 6TH ST NE,Independence,Iowa,V,D,V_D_66_6TH_ST_NE,,-91.897194,42.473674,,,,
601 NELSON AVE NE,Independence,Iowa,V,D,V_D_601_NELSON_AVE_NE,,-91.896683,42.473679,,,,
600 1ST AVE NE,Independence,Iowa,V,D,V_D_600_1ST_AVE_NE,,-91.894496,42.4736538,,,,
108 6TH ST NE,Independence,Iowa,V,D,V_D_108_6TH_ST_NE,,-91.8947564,42.473709,,,,
80 6TH ST NE,Independence,Iowa,V,D,V_D_80_6TH_ST_NE,,-91.896011,42.473708,,,,
112 6TH ST NE,Independence,Iowa,V,D,V_D_112_6TH_ST_NE,,-91.8938884,42.4737695,,,,
86 6TH ST NE,Independence,Iowa,V,D,V_D_86_6TH_ST_NE,,-91.895722,42.473711,,,,
508 8TH AVE NE,Independence,Iowa,V,D,V_D_508_8TH_AVE_NE,,-91.8842279,42.4736502,,,,
808 5TH ST NE,Independence,Iowa,V,D,V_D_808_5TH_ST_NE,,-91.8838084,42.4733119,,,,
506 9TH AVE NE,Independence,Iowa,V,D,V_D_506_9TH_AVE_NE,,-91.8828548,42.473596,,,,
210 6TH ST NE,Independence,Iowa,V,D,V_D_210_6TH_ST_NE,,-91.8925249,42.4737461,,,,
601 3RD AVE NE,Independence,Iowa,V,D,V_D_601_3RD_AVE_NE,,-91.8922003,42.4737493,,,,
619 CENTER AVE NE,Independence,Iowa,V,D,V_D_619_CENTER_AVE_NE,,-91.8982896,42.4743984,,,,
608 CENTER AVE NE,Independence,Iowa,V,D,V_D_608_CENTER_AVE_NE,,-91.8975541,42.4738363,,,,
600 4TH AVE NE,Independence,Iowa,V,D,V_D_600_4TH_AVE_NE,,-91.890064,42.4737845,,,,
603 5TH AVE NE,Independence,Iowa,V,D,V_D_603_5TH_AVE_NE,,-91.8896825,42.4737907,,,,
516 6TH ST NE,Independence,Iowa,V,D,V_D_516_6TH_ST_NE,,-91.888233,42.4737379,,,,
607 NELSON AVE NE,Independence,Iowa,V,D,V_D_607_NELSON_AVE_NE,,-91.896683,42.4738619,,,,
600 6TH AVE NE,Independence,Iowa,V,D,V_D_600_6TH_AVE_NE,,-91.8875845,42.4737485,,,,
600 2ND AVE NE,Independence,Iowa,V,D,V_D_600_2ND_AVE_NE,,-91.8929442,42.4737946,,,,
210 6TH ST NE,Independence,Iowa,V,D,V_D_210_6TH_ST_NE,,-91.8925249,42.4737461,,,,
618 6TH ST NE,Independence,Iowa,V,D,V_D_618_6TH_ST_NE,,-91.8867453,42.4737623,,,,
604 1ST AVE NE,Independence,Iowa,V,D,V_D_604_1ST_AVE_NE,,-91.8945316,42.4738224,,,,
603 2ND AVE NE,Independence,Iowa,V,D,V_D_603_2ND_AVE_NE,,-91.8936309,42.47386,,,,
605 3RD AVE NE,Independence,Iowa,V,D,V_D_605_3RD_AVE_NE,,-91.8921621,42.4739417,,,,
511 9TH AVE NE,Independence,Iowa,V,D,V_D_511_9TH_AVE_NE,,-91.8834651,42.4738161,,,,
605 1ST AVE NE,Independence,Iowa,V,D,V_D_605_1ST_AVE_NE,,-91.895,42.4738268,,,,
601 8TH AVE NE,Independence,Iowa,V,D,V_D_601_8TH_AVE_NE,,-91.8847238,42.4737571,,,,
606 NELSON AVE NE,Independence,Iowa,V,D,V_D_606_NELSON_AVE_NE,,-91.895857,42.4739379,,,,
609 CENTER ST NE,Independence,Iowa,V,D,V_D_609_CENTER_ST_NE,,-91.8893386,42.4685978,,,,
604 5TH AVE NE,Independence,Iowa,V,D,V_D_604_5TH_AVE_NE,,-91.8891485,42.4739529,,,,
610 CENTER AVE NE,Independence,Iowa,V,D,V_D_610_CENTER_AVE_NE,,-91.897339,42.474039,,,,
605 6TH AVE NE,Independence,Iowa,V,D,V_D_605_6TH_AVE_NE,,-91.8882139,42.4739491,,,,
604 6TH AVE NE,Independence,Iowa,V,D,V_D_604_6TH_AVE_NE,,-91.8876608,42.473939,,,,
607 7TH AVE NE,Independence,Iowa,V,D,V_D_607_7TH_AVE_NE,,-91.8867453,42.4739157,,,,
605 5TH AVE NE,Independence,Iowa,V,D,V_D_605_5TH_AVE_NE,,-91.8896825,42.4739825,,,,
610 1ST AVE NE,Independence,Iowa,V,D,V_D_610_1ST_AVE_NE,,-91.8945465,42.474075,,,,
611 2ND AVE NE,Independence,Iowa,V,D,V_D_611_2ND_AVE_NE,,-91.8936118,42.4740712,,,,
700 6TH ST NE,Independence,Iowa,V,D,V_D_700_6TH_ST_NE,,-91.8861541,42.4739062,,,,
610 NELSON AVE NE,Independence,Iowa,V,D,V_D_610_NELSON_AVE_NE,,-91.895857,42.474143,,,,
709 CENTER AVE NE,Independence,Iowa,V,D,V_D_709_CENTER_AVE_NE,,-91.8979992,42.4751492,,,,
706 6TH ST NE,Independence,Iowa,V,D,V_D_706_6TH_ST_NE,,-91.8859443,42.4737754,,,,
611 3RD AVE NE,Independence,Iowa,V,D,V_D_611_3RD_AVE_NE,,-91.8921812,42.4741139,,,,
710 6TH ST NE,Independence,Iowa,V,D,V_D_710_6TH_ST_NE,,-91.8857727,42.4738358,,,,
714 6TH ST NE,Independence,Iowa,V,D,V_D_714_6TH_ST_NE,,-91.8854485,42.4737835,,,,
716 6TH ST NE,Independence,Iowa,V,D,V_D_716_6TH_ST_NE,,-91.8851815,42.4737879,,,,
720 6TH ST NE,Independence,Iowa,V,D,V_D_720_6TH_ST_NE,,-91.8849908,42.4737911,,,,
607 8TH AVE NE,Independence,Iowa,V,D,V_D_607_8TH_AVE_NE,,-91.8847238,42.4739488,,,,
613 CENTER AVE NE,Independence,Iowa,V,D,V_D_613_CENTER_AVE_NE,,-91.8980565,42.4744006,,,,
608 5TH AVE NE,Independence,Iowa,V,D,V_D_608_5TH_AVE_NE,,-91.8891485,42.4741063,,,,
614 CENTER AVE NE,Independence,Iowa,V,D,V_D_614_CENTER_AVE_NE,,-91.8974651,42.4742378,,,,
612 1ST AVE NE,Independence,Iowa,V,D,V_D_612_1ST_AVE_NE,,-91.8942222,42.4742145,,,,
811 6TH ST NE,Independence,Iowa,V,D,V_D_811_6TH_ST_NE,,-91.8838465,42.4740015,,,,
813 6TH ST NE,Independence,Iowa,V,D,V_D_813_6TH_ST_NE,,-91.8835795,42.4739676,,,,
613 NELSON AVE NE,Independence,Iowa,V,D,V_D_613_NELSON_AVE_NE,,-91.896683,42.474136,,,,
514 9TH AVE NE,Independence,Iowa,V,D,V_D_514_9TH_AVE_NE,,-91.8830265,42.4740341,,,,
 9TH AVE NE (VACANT),Independence,Iowa,V,D,V_D_9TH_AVE_NE_(VACANT),,-91.8831935,42.4735111,,,,
609 7TH AVE NE,Independence,Iowa,V,D,V_D_609_7TH_AVE_NE,,-91.886854,42.474119,,,,
613 1ST AVE NE,Independence,Iowa,V,D,V_D_613_1ST_AVE_NE,,-91.8950039,42.4741725,,,,
615 2ND AVE NE,Independence,Iowa,V,D,V_D_615_2ND_AVE_NE,,-91.8936499,42.4742623,,,,
706 2ND AVE NE,Independence,Iowa,V,D,V_D_706_2ND_AVE_NE,,-91.8930395,42.4750393,,,,
306 7TH ST NE,Independence,Iowa,V,D,V_D_306_7TH_ST_NE,,-91.891361,42.4748752,,,,
310 7TH ST NE,Independence,Iowa,V,D,V_D_310_7TH_ST_NE,,-91.8909795,42.4748431,,,,
705 3RD AVE NE,Independence,Iowa,V,D,V_D_705_3RD_AVE_NE,,-91.892391,42.4750883,,,,
710 CENTER ST,Independence,Iowa,V,D,V_D_710_CENTER_ST,,-91.8893386,42.4685978,,,,
706 5TH AVE NE,Independence,Iowa,V,D,V_D_706_5TH_AVE_NE,,-91.8889291,42.4750398,,,,
614 8TH AVE NE,Independence,Iowa,V,D,V_D_614_8TH_AVE_NE,,-91.884247,42.4750111,,,,
811 7TH ST NE,Independence,Iowa,V,D,V_D_811_7TH_ST_NE,,-91.8837321,42.474962,,,,
711 6TH AVE NE,Independence,Iowa,V,D,V_D_711_6TH_AVE_NE,,-91.888233,42.4750033,,,,
613 9TH AVE NE,Independence,Iowa,V,D,V_D_613_9TH_AVE_NE,,-91.8835414,42.4749268,,,,
614 9TH AVE NE,Independence,Iowa,V,D,V_D_614_9TH_AVE_NE,,-91.8830455,42.4749349,,,,
707 NELSON AVE NE,Independence,Iowa,V,D,V_D_707_NELSON_AVE_NE,,-91.8966839,42.475098,,,,
708 4TH AVE NE,Independence,Iowa,V,D,V_D_708_4TH_AVE_NE,,-91.8901403,42.475087,,,,
709 1ST AVE NE,Independence,Iowa,V,D,V_D_709_1ST_AVE_NE,,-91.89521,42.475143,,,,
302 7TH ST NE,Independence,Iowa,V,D,V_D_302_7TH_ST_NE,,-91.8916471,42.4748896,,,,
1001 7TH ST NE,Independence,Iowa,V,D,V_D_1001_7TH_ST_NE,,-91.881806,42.4748977,,,,
707 5TH AVE NE,Independence,Iowa,V,D,V_D_707_5TH_AVE_NE,,-91.8896825,42.4750945,,,,
1007 7TH ST NE,Independence,Iowa,V,D,V_D_1007_7TH_ST_NE,,-91.8814055,42.4749234,,,,
1011 7TH ST NE,Independence,Iowa,V,D,V_D_1011_7TH_ST_NE,,-91.8811195,42.4749089,,,,
709 2ND AVE NE,Independence,Iowa,V,D,V_D_709_2ND_AVE_NE,,-91.8935736,42.4751455,,,,
710 2ND AVE NE,Independence,Iowa,V,D,V_D_710_2ND_AVE_NE,,-91.8930014,42.4751549,,,,
609 6TH AVE NE,Independence,Iowa,V,D,V_D_609_6TH_AVE_NE,,-91.8881948,42.4741219,,,,
613 3RD AVE NE,Independence,Iowa,V,D,V_D_613_3RD_AVE_NE,,-91.8922003,42.4742862,,,,
613 5TH AVE NE,Independence,Iowa,V,D,V_D_613_5TH_AVE_NE,,-91.8896825,42.4742509,,,,
619 CENTER AVE NE,Independence,Iowa,V,D,V_D_619_CENTER_AVE_NE,,-91.8982896,42.4743984,,,,
71 7TH ST NE,Independence,Iowa,V,D,V_D_71_7TH_ST_NE,,-91.8975032,42.4743905,,,,
619 NELSON AVE NE,Independence,Iowa,V,D,V_D_619_NELSON_AVE_NE,,-91.896683,42.47441,,,,
615 6TH AVE NE,Independence,Iowa,V,D,V_D_615_6TH_AVE_NE,,-91.8882139,42.4743325,,,,
612 7TH AVE NE,Independence,Iowa,V,D,V_D_612_7TH_AVE_NE,,-91.8860969,42.4742714,,,,
612 6TH AVE NE,Independence,Iowa,V,D,V_D_612_6TH_AVE_NE,,-91.887699,42.4743218,,,,
616 NELSON AVE NE,Independence,Iowa,V,D,V_D_616_NELSON_AVE_NE,,-91.895857,42.474371,,,,
93 7TH ST NE,Independence,Iowa,V,D,V_D_93_7TH_ST_NE,,-91.8953499,42.47442,,,,
615 7TH AVE NE,Independence,Iowa,V,D,V_D_615_7TH_AVE_NE,,-91.8867453,42.4742991,,,,
