Parcel Number,Photo,url_shift,link,address,address_trim,Address_uncut,Style,Year Built,Total SF,Lot Area,Appraised Value,Url
06.33.478.015,https://photos.camavision.com/8b9f40000e22097b550763d8ae394f43/70,https://photos.camavision.com/8b9f40000e22097b550763d8ae394f43,https://photos.camavision.com/8b9f40000e22097b550763d8ae394f43,"305 11TH AVE NW, INDEPENDENCE","305 11TH AVE NW, INDEPENDENCE","
            305 11TH AVE NW, INDEPENDENCE
                      ",Split Foyer Frame,1981,858,"$162,180 ","$162,180 ",https://buchanan.iowaassessors.com/results.php?page=3&history=-3&ts=1688575587
06.33.479.005,,,,"314 11TH AVE NW, INDEPENDENCE","314 11TH AVE NW, INDEPENDENCE","
            314 11TH AVE NW, INDEPENDENCE
                      ",Split Foyer Frame,1980,858,"$147,840 ","$147,840 ",https://buchanan.iowaassessors.com/results.php?page=3&history=-3&ts=1688575587
06.33.478.012,https://photos.camavision.com/9ed2c6e36c5ae2b3603a8a2e24a12020/70,https://photos.camavision.com/9ed2c6e36c5ae2b3603a8a2e24a12020,https://photos.camavision.com/9ed2c6e36c5ae2b3603a8a2e24a12020,"401 11TH AVE NW, INDEPENDENCE","401 11TH AVE NW, INDEPENDENCE","
            401 11TH AVE NW, INDEPENDENCE
                      ",Split Foyer Frame,1980,864,"$122,250 ","$122,250 ",https://buchanan.iowaassessors.com/results.php?page=3&history=-3&ts=1688575587
06.33.479.002,https://photos.camavision.com/9c7bd7222a5c6ba19989ae640734c4fa/70,https://photos.camavision.com/9c7bd7222a5c6ba19989ae640734c4fa,https://photos.camavision.com/9c7bd7222a5c6ba19989ae640734c4fa,"410 11TH AVE NW, INDEPENDENCE","410 11TH AVE NW, INDEPENDENCE","
            410 11TH AVE NW, INDEPENDENCE
                      ",Split Foyer Frame,1980,858,"$167,030 ","$167,030 ",https://buchanan.iowaassessors.com/results.php?page=3&history=-3&ts=1688575587
06.33.478.010,https://photos.camavision.com/2edc655b6edeaf270b9e3c08e2a6f90d/70,https://photos.camavision.com/2edc655b6edeaf270b9e3c08e2a6f90d,https://photos.camavision.com/2edc655b6edeaf270b9e3c08e2a6f90d,"411 11TH AVE NW, INDEPENDENCE","411 11TH AVE NW, INDEPENDENCE","
            411 11TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1979,1056,"$175,850 ","$175,850 ",https://buchanan.iowaassessors.com/results.php?page=3&history=-3&ts=1688575587
06.35.381.024,https://photos.camavision.com/d450c247cbdd6f947757e80a4635d865/70,https://photos.camavision.com/d450c247cbdd6f947757e80a4635d865,https://photos.camavision.com/d450c247cbdd6f947757e80a4635d865,"100 12TH AVE NE, INDEPENDENCE","100 12TH AVE NE, INDEPENDENCE","
            100 12TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1960,4254,"$377,130 ","$377,130 ",https://buchanan.iowaassessors.com/results.php?page=3&history=-3&ts=1688575587
06.35.380.007,https://photos.camavision.com/cd181704b7aa3bf076e0548f21fe5bb0/70,https://photos.camavision.com/cd181704b7aa3bf076e0548f21fe5bb0,https://photos.camavision.com/cd181704b7aa3bf076e0548f21fe5bb0,"111 12TH AVE NE, INDEPENDENCE","111 12TH AVE NE, INDEPENDENCE","
            111 12TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1949,1396,"$135,290 ","$135,290 ",https://buchanan.iowaassessors.com/results.php?page=3&history=-3&ts=1688575587
06.35.381.005,https://photos.camavision.com/a6aa61e354559f832eeb4f0d09134498/70,https://photos.camavision.com/a6aa61e354559f832eeb4f0d09134498,https://photos.camavision.com/a6aa61e354559f832eeb4f0d09134498,"200 12TH AVE NE, INDEPENDENCE","200 12TH AVE NE, INDEPENDENCE","
            200 12TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1953,1058,"$116,070 ","$116,070 ",https://buchanan.iowaassessors.com/results.php?page=3&history=-3&ts=1688575587
06.35.380.006,https://photos.camavision.com/ee8e023a4318baef15071798750c6fa3/70,https://photos.camavision.com/ee8e023a4318baef15071798750c6fa3,https://photos.camavision.com/ee8e023a4318baef15071798750c6fa3,"201 12TH AVE NE, INDEPENDENCE","201 12TH AVE NE, INDEPENDENCE","
            201 12TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1960,1176,"$172,240 ","$172,240 ",https://buchanan.iowaassessors.com/results.php?page=3&history=-3&ts=1688575587
06.35.380.004,https://photos.camavision.com/0909ce7017b468fa0197b71d13d3ed16/70,https://photos.camavision.com/0909ce7017b468fa0197b71d13d3ed16,https://photos.camavision.com/0909ce7017b468fa0197b71d13d3ed16,"207 12TH AVE NE, INDEPENDENCE","207 12TH AVE NE, INDEPENDENCE","
            207 12TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1959,1270,"$166,720 ","$166,720 ",https://buchanan.iowaassessors.com/results.php?page=3&history=-3&ts=1688575587
06.35.381.003,https://photos.camavision.com/b9369a1c29eb9a85267572a1d37367bf/70,https://photos.camavision.com/b9369a1c29eb9a85267572a1d37367bf,https://photos.camavision.com/b9369a1c29eb9a85267572a1d37367bf,"210 12TH AVE NE, INDEPENDENCE","210 12TH AVE NE, INDEPENDENCE","
            210 12TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1952,1068,"$160,080 ","$160,080 ",https://buchanan.iowaassessors.com/results.php?page=3&history=-3&ts=1688575587
06.35.381.002,,,,"212 12TH AVE NE, INDEPENDENCE","212 12TH AVE NE, INDEPENDENCE","
            212 12TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1960,1040,"$126,550 ","$126,550 ",https://buchanan.iowaassessors.com/results.php?page=3&history=-3&ts=1688575587
06.35.381.001,https://photos.camavision.com/3ca971dd65fb40bd8be44cd88759d5ea/70,https://photos.camavision.com/3ca971dd65fb40bd8be44cd88759d5ea,https://photos.camavision.com/3ca971dd65fb40bd8be44cd88759d5ea,"216 12TH AVE NE, INDEPENDENCE","216 12TH AVE NE, INDEPENDENCE","
            216 12TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1954,1334,"$129,270 ","$129,270 ",https://buchanan.iowaassessors.com/results.php?page=3&history=-3&ts=1688575587
06.33.478.007,https://photos.camavision.com/93b340c01af1e8096a1d64d1841ce696/70,https://photos.camavision.com/93b340c01af1e8096a1d64d1841ce696,https://photos.camavision.com/93b340c01af1e8096a1d64d1841ce696,"304 12TH AVE NW, INDEPENDENCE","304 12TH AVE NW, INDEPENDENCE","
            304 12TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1982,960,"$165,490 ","$165,490 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.33.478.006,https://photos.camavision.com/9409be81f491bb09d27cc432985ad64b/70,https://photos.camavision.com/9409be81f491bb09d27cc432985ad64b,https://photos.camavision.com/9409be81f491bb09d27cc432985ad64b,"310 12TH AVE NW, INDEPENDENCE","310 12TH AVE NW, INDEPENDENCE","
            310 12TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1981,960,"$146,480 ","$146,480 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.33.478.004,https://photos.camavision.com/b14f7568fa817b0bbf3520e28259b62a/70,https://photos.camavision.com/b14f7568fa817b0bbf3520e28259b62a,https://photos.camavision.com/b14f7568fa817b0bbf3520e28259b62a,"400 12TH AVE NW, INDEPENDENCE","400 12TH AVE NW, INDEPENDENCE","
            400 12TH AVE NW, INDEPENDENCE
                      ",Split Foyer Frame,1982,858,"$182,450 ","$182,450 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.33.478.002,https://photos.camavision.com/d16c9b0099e37fad751eb0eb413e42fc/70,https://photos.camavision.com/d16c9b0099e37fad751eb0eb413e42fc,https://photos.camavision.com/d16c9b0099e37fad751eb0eb413e42fc,"410 12TH AVE NW, INDEPENDENCE","410 12TH AVE NW, INDEPENDENCE","
            410 12TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1982,960,"$150,250 ","$150,250 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.33.477.002,https://photos.camavision.com/71daf7a9257d958de299e911c83a48f5/70,https://photos.camavision.com/71daf7a9257d958de299e911c83a48f5,https://photos.camavision.com/71daf7a9257d958de299e911c83a48f5,"413 12TH AVE NW, INDEPENDENCE","413 12TH AVE NW, INDEPENDENCE","
            413 12TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1983,1008,"$156,830 ","$156,830 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.33.478.001,https://photos.camavision.com/4381feeccb3b2fe7f4daba0d5e4a99aa/70,https://photos.camavision.com/4381feeccb3b2fe7f4daba0d5e4a99aa,https://photos.camavision.com/4381feeccb3b2fe7f4daba0d5e4a99aa,"414 12TH AVE NW, INDEPENDENCE","414 12TH AVE NW, INDEPENDENCE","
            414 12TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1982,960,"$144,330 ","$144,330 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.255.002,https://photos.camavision.com/9ebca02141e41110c4ee67e226c7db19/70,https://photos.camavision.com/9ebca02141e41110c4ee67e226c7db19,https://photos.camavision.com/9ebca02141e41110c4ee67e226c7db19,"109 12TH ST NE, INDEPENDENCE","109 12TH ST NE, INDEPENDENCE","
            109 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1907,528,"$39,230 ","$39,230 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.252.004,https://photos.camavision.com/78e0e00c8482a8a41a15f0e83ea8388b/70,https://photos.camavision.com/78e0e00c8482a8a41a15f0e83ea8388b,https://photos.camavision.com/78e0e00c8482a8a41a15f0e83ea8388b,"212 12TH ST NE, INDEPENDENCE","212 12TH ST NE, INDEPENDENCE","
            212 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1942,545,"$19,050 ","$19,050 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.228.005,https://photos.camavision.com/df0d471b4c91c233da331e2c4dc754a9/70,https://photos.camavision.com/df0d471b4c91c233da331e2c4dc754a9,https://photos.camavision.com/df0d471b4c91c233da331e2c4dc754a9,"516 12TH ST NE, INDEPENDENCE","516 12TH ST NE, INDEPENDENCE","
            516 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1937,1444,"$155,790 ","$155,790 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.276.017,https://photos.camavision.com/5f3b99efab9489996b48c1c80ed86941/70,https://photos.camavision.com/5f3b99efab9489996b48c1c80ed86941,https://photos.camavision.com/5f3b99efab9489996b48c1c80ed86941,"517 12TH ST NE, INDEPENDENCE","517 12TH ST NE, INDEPENDENCE","
            517 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1977,2000,"$204,270 ","$204,270 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.229.015,https://photos.camavision.com/8e401c3735304c378b9500f7c63b8b31/70,https://photos.camavision.com/8e401c3735304c378b9500f7c63b8b31,https://photos.camavision.com/8e401c3735304c378b9500f7c63b8b31,"700 12TH ST NE, INDEPENDENCE","700 12TH ST NE, INDEPENDENCE","
            700 12TH ST NE, INDEPENDENCE
                      ",Split Foyer Frame,1976,1104,"$179,350 ","$179,350 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.277.010,https://photos.camavision.com/dd2f182caa8dc310996e8b881fdb8761/70,https://photos.camavision.com/dd2f182caa8dc310996e8b881fdb8761,https://photos.camavision.com/dd2f182caa8dc310996e8b881fdb8761,"705 12TH ST NE, INDEPENDENCE","705 12TH ST NE, INDEPENDENCE","
            705 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1945,1396,"$116,960 ","$116,960 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.229.016,https://photos.camavision.com/cab753eeb64510bcb331b6af4122b25d/70,https://photos.camavision.com/cab753eeb64510bcb331b6af4122b25d,https://photos.camavision.com/cab753eeb64510bcb331b6af4122b25d,"710 12TH ST NE, INDEPENDENCE","710 12TH ST NE, INDEPENDENCE","
            710 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1975,1152,"$165,450 ","$165,450 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.229.017,https://photos.camavision.com/eb097f13b704b7ae535eadbe78bec742/70,https://photos.camavision.com/eb097f13b704b7ae535eadbe78bec742,https://photos.camavision.com/eb097f13b704b7ae535eadbe78bec742,"714 12TH ST NE, INDEPENDENCE","714 12TH ST NE, INDEPENDENCE","
            714 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1955,974,"$163,680 ","$163,680 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.229.023,https://photos.camavision.com/68d49036fb2cd17bf555d92bc99b93e5/70,https://photos.camavision.com/68d49036fb2cd17bf555d92bc99b93e5,https://photos.camavision.com/68d49036fb2cd17bf555d92bc99b93e5,"720 12TH ST NE, INDEPENDENCE","720 12TH ST NE, INDEPENDENCE","
            720 12TH ST NE, INDEPENDENCE
                      ",1 Story Frame,1956,828,"$119,980 ","$119,980 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.34.176.001,https://photos.camavision.com/2d05c0ec41cd7c2b680c8f11cac841db/70,https://photos.camavision.com/2d05c0ec41cd7c2b680c8f11cac841db,https://photos.camavision.com/2d05c0ec41cd7c2b680c8f11cac841db,"90 12TH ST NE, INDEPENDENCE","90 12TH ST NE, INDEPENDENCE","
            90 12TH ST NE, INDEPENDENCE
                      ",Mfd Home (Multi-Section),1991,1344,"$103,050 ","$103,050 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.35.376.007,https://photos.camavision.com/6526823fdbfab28794d11e0b1e761b1f/70,https://photos.camavision.com/6526823fdbfab28794d11e0b1e761b1f,https://photos.camavision.com/6526823fdbfab28794d11e0b1e761b1f,"302 13TH AVE NE, INDEPENDENCE","302 13TH AVE NE, INDEPENDENCE","
            302 13TH AVE NE, INDEPENDENCE
                      ",1 Story Brick,1972,2078,"$247,260 ","$247,260 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.35.376.003,https://photos.camavision.com/328042b05703cfa490c4250910f500ce/70,https://photos.camavision.com/328042b05703cfa490c4250910f500ce,https://photos.camavision.com/328042b05703cfa490c4250910f500ce,"306 13TH AVE NE, INDEPENDENCE","306 13TH AVE NE, INDEPENDENCE","
            306 13TH AVE NE, INDEPENDENCE
                      ",1 Story Brick,1967,1421,"$201,420 ","$201,420 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.35.376.002,https://photos.camavision.com/ea9c8754bbc03070082dbc484b97f88c/70,https://photos.camavision.com/ea9c8754bbc03070082dbc484b97f88c,https://photos.camavision.com/ea9c8754bbc03070082dbc484b97f88c,"310 13TH AVE NE, INDEPENDENCE","310 13TH AVE NE, INDEPENDENCE","
            310 13TH AVE NE, INDEPENDENCE
                      ",Split Foyer Frame,1970,1408,"$166,500 ","$166,500 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.35.356.014,https://photos.camavision.com/5d3e8d11fd5bf80350dfc543f66cff8d/70,https://photos.camavision.com/5d3e8d11fd5bf80350dfc543f66cff8d,https://photos.camavision.com/5d3e8d11fd5bf80350dfc543f66cff8d,"313 13TH AVE NE, INDEPENDENCE","313 13TH AVE NE, INDEPENDENCE","
            313 13TH AVE NE, INDEPENDENCE
                      ",Split Level Frame,1976,1104,"$157,660 ","$157,660 ",https://buchanan.iowaassessors.com/results.php?page=4&history=-4&ts=1688575587
06.35.376.001,https://photos.camavision.com/3050dcd160774217d378594f553ef31c/70,https://photos.camavision.com/3050dcd160774217d378594f553ef31c,https://photos.camavision.com/3050dcd160774217d378594f553ef31c,"318 13TH AVE NE, INDEPENDENCE","318 13TH AVE NE, INDEPENDENCE","
            318 13TH AVE NE, INDEPENDENCE
                      ",Split Foyer Frame,1975,1120,"$176,750 ","$176,750 ",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.356.013,https://photos.camavision.com/d7b48577ae67d4b8791b584df6731f9f/70,https://photos.camavision.com/d7b48577ae67d4b8791b584df6731f9f,https://photos.camavision.com/d7b48577ae67d4b8791b584df6731f9f,"319 13TH AVE NE, INDEPENDENCE","319 13TH AVE NE, INDEPENDENCE","
            319 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1967,1420,"$166,150 ","$166,150 ",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.330.005,https://photos.camavision.com/68a0856ae5a7310e8c61a580413e56a3/70,https://photos.camavision.com/68a0856ae5a7310e8c61a580413e56a3,https://photos.camavision.com/68a0856ae5a7310e8c61a580413e56a3,"400 13TH AVE NE, INDEPENDENCE","400 13TH AVE NE, INDEPENDENCE","
            400 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1981,1222,"$188,880 ","$188,880 ",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.330.004,https://photos.camavision.com/9b603a528de3ba9fa8ea004c5c3d2cc4/70,https://photos.camavision.com/9b603a528de3ba9fa8ea004c5c3d2cc4,https://photos.camavision.com/9b603a528de3ba9fa8ea004c5c3d2cc4,"406 13TH AVE NE, INDEPENDENCE","406 13TH AVE NE, INDEPENDENCE","
            406 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1981,960,"$117,150 ","$117,150 ",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.312.012,https://photos.camavision.com/8b4d210145278aa70bbca14e95d8f6c1/70,https://photos.camavision.com/8b4d210145278aa70bbca14e95d8f6c1,https://photos.camavision.com/8b4d210145278aa70bbca14e95d8f6c1,"409 13TH AVE NE, INDEPENDENCE","409 13TH AVE NE, INDEPENDENCE","
            409 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1992,1575,"$244,520 ","$244,520 ",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.330.003,https://photos.camavision.com/0f549484f227091005cc1643c21c572c/70,https://photos.camavision.com/0f549484f227091005cc1643c21c572c,https://photos.camavision.com/0f549484f227091005cc1643c21c572c,"412 13TH AVE NE, INDEPENDENCE","412 13TH AVE NE, INDEPENDENCE","
            412 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1980,1008,"$175,060 ","$175,060 ",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.336.001,https://photos.camavision.com/2859c08b95e9030a413daea16860d031/70,https://photos.camavision.com/2859c08b95e9030a413daea16860d031,https://photos.camavision.com/2859c08b95e9030a413daea16860d031,"514 13TH AVE NE, INDEPENDENCE","514 13TH AVE NE, INDEPENDENCE","
            514 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2001,1322,"$409,100 ","$409,100 ",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.332.009,https://photos.camavision.com/1832fe016cfb03adefbe9aeb9d7a5888/70,https://photos.camavision.com/1832fe016cfb03adefbe9aeb9d7a5888,https://photos.camavision.com/1832fe016cfb03adefbe9aeb9d7a5888,"605 13TH AVE NE, INDEPENDENCE","605 13TH AVE NE, INDEPENDENCE","
            605 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1999,1288,"$247,840 ","$247,840 ",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.328.003,https://photos.camavision.com/4935c57cf063b98541c055fce7948e18/70,https://photos.camavision.com/4935c57cf063b98541c055fce7948e18,https://photos.camavision.com/4935c57cf063b98541c055fce7948e18,"606 13TH AVE NE, INDEPENDENCE","606 13TH AVE NE, INDEPENDENCE","
            606 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1999,1396,"$280,830 ","$280,830 ",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.35.327.006,https://photos.camavision.com/184345cce92a07e792d95296d9675540/70,https://photos.camavision.com/184345cce92a07e792d95296d9675540,https://photos.camavision.com/184345cce92a07e792d95296d9675540,"704 13TH AVE NE, INDEPENDENCE","704 13TH AVE NE, INDEPENDENCE","
            704 13TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1560,"$255,680 ","$255,680 ",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.33.481.003,https://photos.camavision.com/e1a7e06874166cc08efa4482261f0786/70,https://photos.camavision.com/e1a7e06874166cc08efa4482261f0786,https://photos.camavision.com/e1a7e06874166cc08efa4482261f0786,"202 13TH AVE NW, INDEPENDENCE","202 13TH AVE NW, INDEPENDENCE","
            202 13TH AVE NW, INDEPENDENCE
                      ",1 Story Brick,1970,2000,"$260,450 ","$260,450 ",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
06.34.229.011,https://photos.camavision.com/97e2c511417a65704049552df3eaee75/70,https://photos.camavision.com/97e2c511417a65704049552df3eaee75,https://photos.camavision.com/97e2c511417a65704049552df3eaee75,"711 13TH ST NE, INDEPENDENCE","711 13TH ST NE, INDEPENDENCE","
            711 13TH ST NE, INDEPENDENCE
                      ",1 Story Frame,2020,2052,"$295,440 ","$295,440 ",https://buchanan.iowaassessors.com/results.php?page=5&history=-5&ts=1688576139
